Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cube-trinkflasche-flow-500-transparent,CUBE Trinkflasche Flow 500 transparent,"<p>Die CUBE Trinkflasche FLOW hat ein eigens entwickeltes Push-Pull-Ventil und einen angenehm weichen Trinkverschluss. Durch die große Schrauböffnung kannst du die Flasche optimal befüllen und reinigen. Der Flaschenkörper aus LDPE-Kunststoff ist besonders widerstandsfähig und geruchsarm. Erhältlich in den Größen 0,5 Liter und 0,75 Liter sowie in unterschiedlichen Designs, perfekt abgestimmt auf unsere Produkte.</p>",CUBE,Accessories > Bottles,Accessories > Bottles,"accessory, bottle, CUBE, hydration, imported-2025-08-07, imported-ecom, Trinkflaschen, Zubehör",true,Title,Default Title,,,,,,,,'12707,0.0,shopify,deny,manual,4.90,5.50,true,true,'4054571237101,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/12707-f1-00.png?v=1754585093,1,CUBE Trinkflasche Flow 500 transparent,false,CUBE Bottle Flow 500 transparent,Die CUBE Trinkflasche FLOW hat ein eigens entwickeltes Push-Pull-Ventil und einen angenehm weichen Trinkverschluss. Durch die große Schrauböffnung kannst du die,,,,,new,FALSE,CUBE,,,,,,,,,,g,,2.06,active
snubber-per-modelli-variohs,Snubber per modelli vario/HS,,RIESE & MÜLLER,Parts > Gears and Transmission,Parts > Gears and Transmission,"accessory, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, RIESE & MÜLLER, Teile",true,Title,Default Title,,,,,,,,VBK0293,0.0,shopify,deny,manual,20.00,,true,true,,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/vbk0293-54.jpg?v=1754585092,1,Snubber per modelli vario/HS,false,Snubber per modelli vario/HS,,,,,,new,FALSE,RIESE & MÜLLER,,,,,,,,,,g,,11.52,active
spanngummi-gepaecktraeger-55-cm,"Spanngummi Gepäckträger, 55 cm",,RIESE & MÜLLER,Parts > Bosch,Parts > Bosch,"accessory, Bosch, e-bike, electric, imported-2025-08-07, imported-ecom, RIESE & MÜLLER, Teile",true,Title,Default Title,,,,,,,,VBK0084,0.0,shopify,deny,manual,10.00,,true,true,'2100000109410,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/vbk0084-22.jpg?v=1754585092,1,"Spanngummi Gepäckträger, 55 cm",false,"Riese & Müller - Elastico portapacchi, 55cm",,,,,VBK0084,new,FALSE,RIESE & MÜLLER,,,,,,,,,,g,,6.11,active
silikon-spray-belt-care-150ml,Silikon Spray Belt Care 150ml,,Gates,Accessories > Tools,Accessories > Tools,"Gates, imported-2025-08-07, imported-ecom, maintenance, repair, tool, Werkstatt / Werkzeuge, workshop, Zubehör",true,Title,Default Title,,,,,,,,'951159,0.0,shopify,deny,manual,15.00,,true,true,'2100000211210,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/3411.jpg?v=1754585090,1,Silikon Spray Belt Care 150ml,false,Silikon Spray Belt Care 150ml,,,,,,new,FALSE,Gates,,,,,,,,,,g,,9.40,active
bremsgriff-mt5-schwarz-4-finger-aluminium-hebel-schwarz-ab-mj2015-ve-1-stueck,"Bremsgriff MT5, schwarz, 4-Finger Aluminium-Hebel, schwarz, ab MJ2015 (VE = 1 Stück)",,Magura,Parts > Brakes,Parts > Brakes,"accessory, aluminium-frame, Bremsen, imported-2025-08-07, imported-ecom, Magura, Teile",true,Title,Default Title,,,,,,,,H8781P,0.0,shopify,deny,manual,61.90,,true,true,'4055184013786,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/h8781p.jpg?v=1754585089,1,"Bremsgriff MT5, schwarz, 4-Finger Aluminium-Hebel, schwarz, ab MJ2015 (VE = 1 Stück)",false,"Leva freno alluminio MT5, nera, 4-dita (1pz)",,,,,,new,FALSE,Magura,,,,,,,,,,g,,37.14,active
armour-tube-29-x-26-30,ARMOUR TUBE - 29 x 2.6 - 3.0,,Tannus,Parts > Wheels,Parts > Wheels,"accessory, imported-2025-08-07, imported-ecom, Räder, Tannus, Teile",true,Title,Default Title,,,,,,,,'05438,0.0,shopify,deny,manual,44.95,,true,true,'193751005438,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/iprriitcat3pjzyzueso.png?v=1754585090,1,ARMOUR TUBE - 29 x 2.6 - 3.0,false,ARMOUR TUBE - 29 x 2.6 - 3.0,,,,,,new,FALSE,Tannus,,,,,,,,,,g,,20.65,active
kmc-e-bike-chainguard-38t-for-bosch-gen4-spacerless,"KMC e-bike chainguard 38t., for Bosch Gen4, spacerless",,KMC,Parts > Gears and Transmission,Parts > Gears and Transmission,"e-bike, electric, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, KMC, Teile",true,Title,Default Title,,,,,,,,'2286712200,0.0,shopify,deny,manual,10.18,,true,true,'8720828042113,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/0e9a1100-0329-4616-80e6-8ff58a425569.webp?v=1754585088,1,"KMC e-bike chainguard 38t., for Bosch Gen4, spacerless",false,"KMC e-bike chainguard 38t., for Bosch Gen4, spacerless",,,,,,new,FALSE,KMC,,,,,,,,,,g,,5.13,active
thule-child-seat-yepp-2-mini-black-stem-mounting,"Thule child seat Yepp 2 Mini black, stem mounting",,THULE,Accessories > Child Seats,Accessories > Child Seats,"accessory, baby-seat, child-seat, family, imported-2025-08-07, imported-ecom, Kindersitz, THULE, Zubehör",true,Title,Default Title,,,,,,,,'2125014630,0.0,shopify,deny,manual,113.14,,true,true,'0091021200623,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/cee0763b-892b-42c1-be50-3489ee049b64.webp?v=1754585086,1,"Thule child seat Yepp 2 Mini black, stem mounting",false,"Thule child seat Yepp 2 Mini black, stem mounting",,,,,,new,FALSE,THULE,,,,,,,,,,g,,74.29,active
sram-axle-maxle-stealth-mtb-rear-black-al18020mm-m12x175,"SRAM axle Maxle Stealth MTB rear black, AL180/20mm, M12x1.75",,SRAM,Parts > Wheels,Parts > Wheels,"accessory, imported-2025-08-07, imported-ecom, Räder, SRAM, Teile",true,Title,Default Title,,,,,,,,'2051990936,0.0,shopify,deny,manual,34.85,,true,true,'710845798535,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/c49d8788-c591-45b2-b6e0-f5ac8d5c573e.webp?v=1754585086,1,"SRAM axle Maxle Stealth MTB rear black, AL180/20mm, M12x1.75",false,"SRAM axle Maxle Stealth MTB rear black, AL180/20mm, M12x1.75",,,,,,new,FALSE,SRAM,,,,,,,,,,g,,16.67,active
copertone-little-joe-hs-371-20x140-37-406-bl-lskin-perf-addix,"Copertone Little Joe HS 371 20x1.40"" 37-406 bl-LSkin Perf. Addix",,SCHWALBE,Parts > Wheels,Parts > Wheels,"accessory, imported-2025-08-07, imported-ecom, Räder, SCHWALBE, Teile",true,Title,Default Title,,,,,,,,'1402011003,0.0,shopify,deny,manual,36.69,,true,true,'4026495892872,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/30255a9f-d6f2-4ff6-8b20-0a7c53776e03.webp?v=1754585085,1,"Copertone Little Joe HS 371 20x1.40"" 37-406 bl-LSkin Perf. Addix",false,"Copertone Little Joe HS 371 20x1.40"" 37-406 bl-LSkin Perf. Addix",,,,,,new,FALSE,SCHWALBE,,,,,,,,,,g,,20.62,active
lumos-ultra-mips-xl-black,LUMOS - Ultra MIPS - XL - Black,,Lumos,Accessories > Helmets > Urban,Accessories > Helmets > Urban,"Helme, helmet, imported-2025-08-07, imported-ecom, Lumos, protection, safety, Zubehör",true,Title,Default Title,,,,,,,,LU-ULTRAMIPS-BLK-XL,0.0,shopify,deny,manual,169.90,,true,true,'810059470347,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/z6betkzxewmepwocvvpm.jpg?v=1754585084,1,LUMOS - Ultra MIPS - XL - Black,false,LUMOS - Ultra MIPS - XL - Black,,,,,LHEUT7-M0-BK,new,FALSE,Lumos,,,,,,,,,,g,,96.85,active
pneumatico-marathon-plus-700x35c-starr-con-banda-riflettente-nero,Pneumatico Marathon Plus 700x35C Starr con banda riflettente nero,,SCHWALBE,Parts > Wheels,Parts > Wheels,"accessory, imported-2025-08-07, imported-ecom, Räder, SCHWALBE, Teile",true,Title,Default Title,,,,,,,,24.59570,0.0,shopify,deny,manual,45.90,,true,true,'4026495720663,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/24-59571-001-1.jpg?v=1754585083,1,Pneumatico Marathon Plus 700x35C Starr con banda riflettente nero,false,Pneumatico Marathon Plus 700x35C Starr con banda riflettente nero,,,,,,new,FALSE,SCHWALBE,,,,,,,,,,g,,23.55,active
ergon-lenkergriffe-gc1-nexus-one-size-schwarz,Ergon Lenkergriffe GC1 Nexus one size schwarz,,Ergon,Parts > Grips,Parts > Grips,"accessory, Ergon, Griffe, hub-gear, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,32.60262,0.0,shopify,deny,manual,42.90,,true,true,'4260477061287,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/32-38818-002-2.jpg?v=1754585081,1,Ergon Lenkergriffe GC1 Nexus one size schwarz,false,Ergon - Manopole GP1-L - Rholoff/Nexus,,,,,4260477061300,new,FALSE,Ergon,,,,,,,,,,g,,23.30,active
brk-cbl-assy-fr-m-typ,BRK CBL ASSY FR M TYP,,Brompton,Parts > Brakes,Parts > Brakes,"accessory, Bremsen, Brompton, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,Q101735,0.0,shopify,deny,manual,17.00,,true,true,'5053099029327,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/thumbnailqbrcabfa-m-p-composite.jpg?v=1754585081,1,BRK CBL ASSY FR M TYP,false,BRK CBL ASSY FR M TYP,,,,,,new,FALSE,Brompton,,,,,,,,,,g,,8.67,active
brk-cbl-assy-fr-s-typ,BRK CBL ASSY FR S TYP,,Brompton,Parts > Brakes,Parts > Brakes,"accessory, Bremsen, Brompton, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,Q101713,0.0,shopify,deny,manual,17.00,,true,true,'5053099029068,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/thumbnailqbrcabfa-s.jpg?v=1754585079,1,BRK CBL ASSY FR S TYP,false,BRK CBL ASSY FR S TYP,,,,,,new,FALSE,Brompton,,,,,,,,,,g,,8.67,active
brake-cable-rear-mid-standard,BRAKE CABLE REAR - MID STANDARD,,Brompton,Parts > Brakes,Parts > Brakes,"accessory, Bremsen, Brompton, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,Q101737,0.0,shopify,deny,manual,17.00,,true,true,'5053099029341,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/thumbnailq101737-brake-cable-rear-mid-standard-1.jpg?v=1754585079,1,BRAKE CABLE REAR - MID STANDARD,false,BRAKE CABLE REAR - MID STANDARD,,,,,,new,FALSE,Brompton,,,,,,,,,,g,,8.67,active
brk-cbl-assy-rr-p-typ,BRK CBL ASSY RR P TYP,,Brompton,Parts > Brakes,Parts > Brakes,"accessory, Bremsen, Brompton, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,Q101728,0.0,shopify,deny,manual,17.00,,true,true,'5053099029242,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/thumbnailqbrcabra-s-plus-detail_02bcca2f-5512-4ae7-a89a-6dde1f772043.jpg?v=1754585078,1,BRK CBL ASSY RR P TYP,false,BRK CBL ASSY RR P TYP,,,,,,new,FALSE,Brompton,,,,,,,,,,g,,8.67,active
brake-cable-rear-low-standard,BRAKE CABLE REAR - LOW STANDARD,,Brompton,Parts > Brakes,Parts > Brakes,"accessory, Bremsen, Brompton, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,Q101714,0.0,shopify,deny,manual,17.00,,true,true,'5053099029082,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/thumbnailqbrcabra-s-plus-detail.jpg?v=1754585077,1,BRAKE CABLE REAR - LOW STANDARD,false,BRAKE CABLE REAR - LOW STANDARD,,,,,,new,FALSE,Brompton,,,,,,,,,,g,,8.67,active
brk-cbl-assy-fr-h-typ,BRK CBL ASSY FR H TYP,,Brompton,Parts > Brakes,Parts > Brakes,"accessory, Bremsen, Brompton, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,Q101723,0.0,shopify,deny,manual,17.00,,true,true,'5053099029198,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/thumbnailqbrcabfa-h.jpg?v=1754585076,1,BRK CBL ASSY FR H TYP,false,BRK CBL ASSY FR H TYP,,,,,,new,FALSE,Brompton,,,,,,,,,,g,,8.67,active
brk-cbl-assy-fr-p-typ,BRK CBL ASSY FR P TYP,,Brompton,Parts > Brakes,Parts > Brakes,"accessory, Bremsen, Brompton, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,Q101724,0.0,shopify,deny,manual,17.00,,true,true,'5053099029204,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/thumbnailqbrcabfa-p.jpg?v=1754585075,1,BRK CBL ASSY FR P TYP,false,BRK CBL ASSY FR P TYP,,,,,,new,FALSE,Brompton,,,,,,,,,,g,,8.67,active
sprkt-332-3-spln-13t-6-spd,SPRKT 3/32' 3-Spln 13T 6-Spd,,Brompton,Parts > Gears and Transmission,Parts > Gears and Transmission,"accessory, Brompton, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,Q100040,0.0,shopify,deny,manual,11.00,,true,true,'5053099024049,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/thumbnailq100040.jpg?v=1754585074,1,SPRKT 3/32' 3-Spln 13T 6-Spd,false,SPRKT 3/32' 3-Spln 13T 6-Spd,,,,,,new,FALSE,Brompton,,,,,,,,,,g,,5.61,active
sprkt-set-332-9spln-1216t-2spd,SPRKT Set 3/32 9Spln 12/16T 2Spd,,Brompton,Parts > Gears and Transmission,Parts > Gears and Transmission,"accessory, Brompton, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,Q101613,0.0,shopify,deny,manual,15.00,,true,true,'5053099024148,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/thumbnailqrsprstack-bb2.jpg?v=1754585073,1,SPRKT Set 3/32 9Spln 12/16T 2Spd,false,SPRKT Set 3/32 9Spln 12/16T 2Spd,,,,,,new,FALSE,Brompton,,,,,,,,,,g,,7.65,active
dr-gear-brk-lev-lh-2spd-17on-blk,DR Gear / BRK LEV LH 2spd 17ON BLK,,Brompton,Parts > Gears and Transmission,Parts > Gears and Transmission,"accessory, Brompton, Getriebe und Übersetzung, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,Q100658,0.0,shopify,deny,manual,52.00,,true,true,'5053099002993,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/thumbnailq100658.jpg?v=1754585072,1,DR Gear / BRK LEV LH 2spd 17ON BLK,false,DR Gear / BRK LEV LH 2spd 17ON BLK,,,,,,new,FALSE,Brompton,,,,,,,,,,g,,26.51,active
acid-fahrradstaender-fm-rookie-easy-s,ACID Fahrradständer FM ROOKIE EASY S,<p>Der besonders leichte ACID Fahrradständer FM ROOKIE EASY S passt auf alle CUBE Kinderfahrräder mit Flat Mount Schnittstelle. Die Größe S ist perfekt für Bikes mit Laufradgrößen von 12'' bis 18''. Die Formensprache mit größerem Radius und weichen Kanten ist auf unsere CUBE ROOKIE-Bikes abgestimmt. Die Länge lässt sich werkzeuglos verstellen.</p>,ACID,Accessories > Stands,Accessories > Stands,"ACID, imported-2025-08-07, imported-ecom, kickstand, parking, stand, Ständer, Zubehör",true,Title,Default Title,,,,,,,,'98313,0.0,shopify,deny,manual,12.90,16.90,true,true,'4054571168306,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/98313-f1-00.png?v=1754585071,1,ACID Fahrradständer FM ROOKIE EASY S,false,ACID Kickstand FM ROOKIE EASY S,Der besonders leichte ACID Fahrradständer FM ROOKIE EASY S passt auf alle CUBE Kinderfahrräder mit Flat Mount Schnittstelle. Die Größe S ist perfekt für Bikes m,,,,,new,FALSE,ACID,,,,,,,,,,g,,6.22,active
acid-saddle-nuance-gravel,ACID Saddle NUANCE GRAVEL,,ACID,Parts > Saddles,Parts > Saddles,"accessory, ACID, adventure, gravel, imported-2025-08-07, imported-ecom, Sattel, Teile",true,Title,Default Title,,,,,,,,'94849,0.0,shopify,deny,manual,74.90,,true,true,'4054571230638,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/94849-f1-00.png?v=1754585070,1,ACID Saddle NUANCE GRAVEL,false,ACID Saddle NUANCE GRAVEL,,,,,,new,FALSE,ACID,,,,,,,,,,g,,29.10,active
acid-sattelstuetzen-reduzierhuelse-272-3009-mm,ACID Sattelstützen Reduzierhülse 27.2 / 30.09 mm,<p>Ist der Durchmesser deiner Sattelstütze zu klein für dein Sitzrohr oder hast du dich für mehr Flex und höheren Sitzkomfort bewusst für einen kleineren Durchmesser entschieden? Dann kannst du mit dieser eloxierten Reduzierhülse aus Aluminium den Sitzrohr-Innendurchmesser deines Rahmens an den Außendurchmesser deiner Sattelstütze anpassen. Wichtig: Es gibt drei Größen – also vorher genau ausmessen!</p>,ACID,Parts > Seatpost,Parts > Seatpost,"accessory, ACID, imported-2025-08-07, imported-ecom, Sattelstütze, Teile",true,Title,Default Title,,,,,,,,'93861,0.0,shopify,deny,manual,8.90,,true,true,'4054571238108,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/4054571238108_9748c7ec-c486-40b0-8c4a-c17092769220.png?v=1754585070,1,ACID Sattelstützen Reduzierhülse 27.2 / 30.09 mm,false,ACID Seatpost Adapter 27.2 / 30.09 mm,Ist der Durchmesser deiner Sattelstütze zu klein für dein Sitzrohr oder hast du dich für mehr Flex und höheren Sitzkomfort bewusst für einen kleineren Durchmess,,,,,new,FALSE,ACID,,,,,,,,,,g,,3.58,active
acid-scheibenbremsbelag-magura-mt-2-4-6-8,ACID Scheibenbremsbelag Magura MT-2-4-6-8,"<p>Reibmittel der ""Organic""-Kategorie bestehend aus Fasern, die aus Glas, Gummi, Carbon bzw. Kevlar® und Twaron® gewonnen werden können. Ferner bestehen sie aus Füllstoffen und temperarturresistenten Kunst- bzw. Naturharzen. Diese Beläge gelten als weicher, leiser, sie stehen aber auch im Ruf eines schnellen Verschleißes und Entwicklung von mehr Bremsstaub. Dazu entwickeln sie, vor allem nach einer erhöhten Temperaturbeaufschlagung, ein schlechteres Reibeverhalten. Sie sind für den Hobby- und Einsteigerbereich konzipiert.</p>",ACID,Parts > Brakes,Parts > Brakes,"accessory, ACID, Bremsen, imported-2025-08-07, imported-ecom, Teile",true,Title,Default Title,,,,,,,,'93645,0.0,shopify,deny,manual,18.90,,true,true,'4054571164254,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93645-0.png?v=1754585069,1,ACID Scheibenbremsbelag Magura MT-2-4-6-8,false,ACID Disc Brake Pad Magura MT-2-4-6-8,"Reibmittel der ""Organic""-Kategorie bestehend aus Fasern, die aus Glas, Gummi, Carbon bzw. Kevlar® und Twaron® gewonnen werden können. Ferner bestehen sie aus Fü",,,,,new,FALSE,ACID,,,,,,,,,,g,,3.72,active
acid-pedals-flat-a2-ib-hybrid-r-black,ACID Pedals FLAT A2-IB Hybrid R - black,"<p>Auf den optimalen Halt meiner Pedale würde ich nie verzichten wollen, jedoch kann ich auf die schmerzhaften Wunden an meinen Waden verzichten, wenn ich doch mal abrutsche. Mit meinen ACID FLAT A2-IB Hybrid R Pedalen passiert mir das nicht mehr. Der Weichkunststoff hällt meine Füße an Ort und Stelle und verhindert die unschönen Zeichen meines Hobbys.</p>",ACID,Parts > Pedals,Parts > Pedals,"accessory, ACID, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,'92420,1.0,shopify,deny,manual,49.90,64.90,true,true,'4054571164636,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/92420-d-01.jpg?v=1754585068,1,ACID Pedals FLAT A2-IB Hybrid R - black,false,ACID Pedals FLAT A2-IB Hybrid R - black,"Auf den optimalen Halt meiner Pedale würde ich nie verzichten wollen, jedoch kann ich auf die schmerzhaften Wunden an meinen Waden verzichten, wenn ich doch mal",,,,,new,FALSE,ACID,,,,,,,,,,g,,24.94,active
acid-pedals-flat-a3-zp-r-oil-slick,ACID Pedals FLAT A3-ZP R - oil slick,,ACID,Parts > Pedals,Parts > Pedals,"accessory, ACID, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,'92408,0.0,shopify,deny,manual,54.90,,true,true,'4054571164513,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/92408-d-01.jpg?v=1754585067,1,ACID Pedals FLAT A3-ZP R - oil slick,false,ACID Pedals FLAT A3-ZP R - oil slick,,,,,,new,FALSE,ACID,,,,,,,,,,g,,20.78,active
acid-pedals-flat-a3-zp-r-yellow,ACID Pedals FLAT A3-ZP R - Yellow,,ACID,Parts > Pedals,Parts > Pedals,"accessory, ACID, imported-2025-08-07, imported-ecom, Pedale, Teile",true,Title,Default Title,,,,,,,,'92406,0.0,shopify,deny,manual,44.90,,true,true,'4054571164490,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/92406-d-01.jpg?v=1754585066,1,ACID Pedals FLAT A3-ZP R - Yellow,false,ACID Pedals FLAT A3-ZP R - Yellow,,,,,,new,FALSE,ACID,,,,,,,,,,g,,16.63,active
rfr-cleats-spd-sl-6,RFR Cleats SPD - SL 6°,,RFR,Parts > Pedals,Parts > Pedals,"accessory, imported-2025-08-07, imported-ecom, Pedale, RFR, Teile",true,Title,Default Title,,,,,,,,'14126,0.0,shopify,deny,manual,21.90,,true,true,'4250589444535,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/14126-0.png?v=1754585065,1,RFR Cleats SPD - SL 6°,false,Tacchetti RFR SPD - SL 6°,,,,,,new,FALSE,RFR,,,,,,,,,,g,,7.18,active
inner-tube-27529-mtb-agv-40-mm-4060-584635-schrader,"Inner Tube 27,5""/29"" MTB AGV 40 mm  40/60-584/635 - Schrader",<p>#N/A</p>,CUBE,Parts > Wheels,Parts > Wheels,"accessory, CUBE, imported-2025-08-07, imported-ecom, Räder, Teile",true,Title,Default Title,,,,,,,,'13543,0.0,shopify,deny,manual,6.50,,true,true,'4250589430835,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/13543-0.png?v=1754585064,1,"Inner Tube 27,5""/29"" MTB AGV 40 mm  40/60-584/635 - Schrader",false,"Inner Tube 27,5""/29"" MTB AGV 40 mm  40/60-584/635 - Schrader",#N/A,,,,,new,FALSE,CUBE,,,,,,,,,,g,,1.46,active
cube-stem-agree-cross-race-90mm,CUBE Stem Agree / Cross Race 90mm,,CUBE,Parts > Handlebars,Parts > Handlebars,"accessory, CUBE, imported-2025-08-07, imported-ecom, Lenker, Teile",true,Title,Default Title,,,,,,,,'12826,0.0,shopify,deny,manual,54.90,,true,true,'4054571164728,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/12826-d-00_412a5c7b-ecd5-42f8-a1de-d78feb48967a.jpg?v=1754585063,1,CUBE Stem Agree / Cross Race 90mm,false,CUBE Stem Agree / Cross Race 90mm,,,,,,new,FALSE,CUBE,,,,,,,,,,g,,,active
cube-vorbau-agree-cross-race-80mm,CUBE Vorbau Agree / Cross Race 80mm,,CUBE,Parts > Handlebars,Parts > Handlebars,"accessory, CUBE, imported-2025-08-07, imported-ecom, Lenker, Teile",true,Title,Default Title,,,,,,,,'12826,0.0,shopify,deny,manual,54.90,,true,true,'4054571164711,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/12826-d-00.jpg?v=1754585062,1,CUBE Vorbau Agree / Cross Race 80mm,false,CUBE Stem Agree / Cross Race 80mm,,,,,,new,FALSE,CUBE,,,,,,,,,,g,,26.24,active
acid-disc-brake-pad-avid-elixir-trail-x0x9x7-sram-guide-r-organic,"ACID Disc Brake Pad Avid Elixir Trail X0/X9/X7, SRAM Guide R Organic","<p>Reibmittel der ""Organic""-Kategorie bestehend aus Fasern, die aus Glas, Gummi, Carbon bzw. Kevlar® und Twaron® gewonnen werden können. Ferner bestehen sie aus Füllstoffen und temperarturresistenten Kunst- bzw. Naturharzen. Diese Beläge gelten als weicher, leiser, sie stehen aber auch im Ruf eines schnellen Verschleißes und Entwicklung von mehr Bremsstaub. Dazu entwickeln sie, vor allem nach einer erhöhten Temperaturbeaufschlagung, ein schlechteres Reibeverhalten. Sie sind für den Hobby- und Einsteigerbereich konzipiert.</p>",ACID,Parts > Brakes,Parts > Brakes,"accessory, ACID, Bremsen, disc-brake, imported-2025-08-07, imported-ecom, sram, Teile",true,Title,Default Title,,,,,,,,'93649,0.0,shopify,deny,manual,18.90,,true,true,'4054571164292,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93649-0.png?v=1754585061,1,"ACID Disc Brake Pad Avid Elixir Trail X0/X9/X7, SRAM Guide R Organic",false,"ACID Disc Brake Pad Avid Elixir Trail X0/X9/X7, SRAM Guide R Organic","Reibmittel der ""Organic""-Kategorie bestehend aus Fasern, die aus Glas, Gummi, Carbon bzw. Kevlar® und Twaron® gewonnen werden können. Ferner bestehen sie aus Fü",,,,,new,FALSE,ACID,,,,,,,,,,g,,3.72,active
acid-tube-28-road-super-lite-sv-40-mm-2832-622630,"ACID Tube 28"" ROAD Super Lite SV 40 mm 28/32-622/630",,ACID,Parts > Wheels,Parts > Wheels,"accessory, ACID, imported-2025-08-07, imported-ecom, racing, road, Räder, Teile",true,Title,Default Title,,,,,,,,'93569,0.0,shopify,deny,manual,10.90,,true,true,'4054571188694,https://cdn.shopify.com/s/files/1/0891/2257/0588/files/93569-0.png?v=1754585060,1,"ACID Tube 28"" ROAD Super Lite SV 40 mm 28/32-622/630",false,"ACID Tube 28"" ROAD Super Lite SV 40 mm 28/32-622/630",,,,,,new,FALSE,ACID,,,,,,,,,,g,,2.01,active
