Product ID,Title,Vendor,Product Type,Price,Compare Price,SKU,Barcode,Inventory,Weight (g),Tags,Handle,Status
15167785632092,"Bike Attitude Campanello 22.2 mm Alu nero","BIKE ATTITUDE","Zubehör > Klingeln",6.90,,"29.40265","4714150546900",4,0.0,"accessory, BIKE ATTITUDE, imported-2025-08-07, imported-ecom, Klingeln, Zubehör","bike-attitude-campanello-222-mm-alu-nero",active
15167786156380,"Bike Attitude Cavalletto YRA-36B per 24-28"" 260 - 290 mm nero","BIKE ATTITUDE","Zubehör > Ständer",36.90,,"41.22628","4714150546375",2,0.0,"BIKE ATTITUDE, imported-2025-08-07, imported-ecom, kickstand, parking, stand, Ständer, Zubehör","bike-attitude-cavalletto-yra-36b-per-24-28-260-290-mm-nero",active
15167715934556,"Bike Cleaner Concentrate 1lt","Muc-Off","Teile > Velopflege",33.50,39.90,"","5037835347005",0,0.0,"bicycle, bike, imported-2025-08-07, imported-ecom, Muc-Off, Teile, traditional, Velopflege","bike-cleaner-concentrate-1lt",active
15167706988892,"Bike Protect 500ml","Muc-Off","Teile > Velopflege",13.80,15.90,"","5037835392005",7,0.0,"bicycle, bike, imported-2025-08-07, imported-ecom, Muc-Off, Teile, traditional, Velopflege","bike-protect-500ml",active
15167783567708,"Bike Ribbon Nastro manubrio Kork plus nero","BIKERIBBON","Teile > Lenker",12.90,,"32.18375","8027312000100",3,0.0,"accessory, BIKERIBBON, imported-2025-08-07, imported-ecom, Lenker, Teile","bike-ribbon-nastro-manubrio-kork-plus-nero",active
15167707054428,"bike silicon shine","Muc-Off","Teile > Velopflege",16.90,,"492-039-2227","5037835399004",4,0.0,"bicycle, bike, imported-2025-08-07, imported-ecom, Muc-Off, Teile, traditional, Velopflege","bike-silicon-shine",active
15167751094620,"Bikeribbon - Nastro manubrio nero lucido","BIKERIBBON","Teile > Lenker",8.90,,"2158500000","8027312000056",4,0.0,"accessory, BIKERIBBON, imported-2025-08-07, imported-ecom, Lenker, Teile","bikeribbon-nastro-manubrio-nero-lucido",active
15167713247580,"Bombola Co2  - 25g","CRANK BROTHERS","Zubehör > Pumpen",5.00,,"","641300162465",8,0.0,"CRANK BROTHERS, imported-2025-08-07, imported-ecom, inflation, pump, Pumpen, tool, Zubehör","bombola-co2-25g",active
15167703974236,"Bomboletta Carica Gas CO2","SKS","Zubehör > Pumpen",5.90,,"11243","4002556648459",0,0.0,"imported-2025-08-07, imported-ecom, inflation, pump, Pumpen, SKS, tool, Zubehör","bomboletta-carica-gas-co2",active
15167717146972,"Bombolette CO2 25g. MTB","Muc-Off","Zubehör > Pumpen",4.90,6.90,"","5037835205251",18,0.0,"imported-2025-08-07, imported-ecom, inflation, Muc-Off, pump, Pumpen, tool, Zubehör","bombolette-co2-25g-mtb",active
15141886755164,"Boost 10D Performance Speed Titanium Gray Easy On (Trapezio)","Benno","E-Bikes > E-bike 24 Zoll",4329.00,5990.00,"","810076252568",0,50000.0,"24-inch, Benno, compact, e-bike, E-bike 24 Zoll, E-Bikes, electric, imported-2025-08-07, imported-ecom","boost-10d-performance-speed-titanium-gray-easy-on-trapezio",active
15167747555676,"Boost Sideloader Set","Benno","Zubehör > Kindersitz",169.90,219.90,"A2004","810076250212",0,0.0,"accessory, baby-seat, Benno, child-seat, family, imported-2025-08-07, imported-ecom, Kindersitz, Zubehör","boost-sideloader-set",active

